ticker,signal,signal_strength,strategy_name,timestamp
AAPL,-1,0.07957775168538248,MovingAverageCrossover,2025-04-16 17:00:20.974459
MSFT,-1,0.028924714599328633,MovingAverageCrossover,2025-04-16 17:00:20.974459
AMZN,-1,0.08618482049413001,MovingAverageCrossover,2025-04-16 17:00:20.974459
GOOGL,-1,0.07178948583563836,MovingAverageCrossover,2025-04-16 17:00:20.974459
META,-1,0.11860713510226852,MovingAverageCrossover,2025-04-16 17:00:20.974459
