,ticker,entry_date,exit_date,position,entry_price,exit_price,pnl,return_pct
0,AAPL,2023-03-21T00:00:00-04:00,2023-03-31T00:00:00-04:00,-1,157.6897430419922,163.25364685058594,-5.56390380859375,-3.5283866288704036
1,AAPL,2023-03-31T00:00:00-04:00,2023-04-26T00:00:00-04:00,-1,163.25364685058594,162.12501525878906,1.128631591796875,0.691336220396858
2,AAPL,2023-05-05T00:00:00-04:00,2023-05-08T00:00:00-04:00,-1,171.8370819091797,171.76776123046875,0.0693206787109375,0.040340931038141854
3,AAPL,2023-05-08T00:00:00-04:00,2023-05-26T00:00:00-04:00,-1,171.76776123046875,173.91873168945312,-2.150970458984375,-1.252255046916702
4,AAPL,2023-06-01T00:00:00-04:00,2023-06-02T00:00:00-04:00,-1,178.53858947753906,179.39117431640625,-0.8525848388671875,-0.4775353279994667
5,AAPL,2023-06-02T00:00:00-04:00,2023-06-16T00:00:00-04:00,-1,179.39117431640625,183.32699584960938,-3.935821533203125,-2.1939883877794393
6,AAPL,2023-06-30T00:00:00-04:00,2023-07-19T00:00:00-04:00,-1,192.29901123046875,193.41928100585938,-1.120269775390625,-0.5825665811916168
7,AAPL,2023-08-04T00:00:00-04:00,2023-08-07T00:00:00-04:00,1,180.42221069335938,177.30926513671875,-3.112945556640625,-1.7253671511271422
8,AAPL,2023-08-07T00:00:00-04:00,2023-08-08T00:00:00-04:00,1,177.30926513671875,178.25108337402344,0.9418182373046875,0.5311726020512662
9,AAPL,2023-08-08T00:00:00-04:00,2023-08-09T00:00:00-04:00,1,178.25108337402344,176.6549530029297,-1.59613037109375,-0.8954393661353501
10,AAPL,2023-08-09T00:00:00-04:00,2023-08-31T00:00:00-04:00,1,176.6549530029297,186.50306701660156,9.848114013671875,5.5747737871287155
11,AAPL,2023-08-31T00:00:00-04:00,2023-09-01T00:00:00-04:00,-1,186.50306701660156,188.0814971923828,-1.57843017578125,-0.8463293397961902
12,AAPL,2023-09-01T00:00:00-04:00,2023-09-06T00:00:00-04:00,-1,188.0814971923828,181.5791473388672,6.502349853515625,3.45719805009026
13,AAPL,2023-10-26T00:00:00-04:00,2023-11-02T00:00:00-04:00,1,165.6757049560547,176.2779998779297,10.602294921875,6.399426472751239
14,AAPL,2023-11-10T00:00:00-05:00,2023-12-08T00:00:00-05:00,-1,185.2875518798828,194.5419921875,-9.254440307617188,-4.994636830010364
15,AAPL,2023-12-08T00:00:00-05:00,2023-12-13T00:00:00-05:00,-1,194.5419921875,196.778564453125,-2.236572265625,-1.1496604103187071
16,AAPL,2023-12-13T00:00:00-05:00,2023-12-14T00:00:00-05:00,-1,196.778564453125,196.9276580810547,-0.1490936279296875,-0.075767209880832
17,GOOGL,2023-01-20T00:00:00-05:00,2023-01-23T00:00:00-05:00,-1,97.55359649658203,99.315185546875,-1.7615890502929688,-1.8057653572563972
