,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,total_trades,avg_return,avg_win,avg_loss,profit_factor,commission,slippage
0,-964.6544136351498,0.0,-0.7717743102414716,-288.8314677044376,32.25806451612903,62,0.034338248309652084,3.886624649079452,-1.8000838472950142,1.1421153439104152,0.001,0.001
