,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,total_trades,avg_return,avg_win,avg_loss,profit_factor,commission,slippage
0,-100.14736925414802,0.0,1.071241075446381,-469.7876812446975,44.919786096256686,187,-0.05402358126013788,1.9249250992751867,-1.6679234760656456,1.1381336560460629,0.001,0.001
