,ticker,entry_date,exit_date,position,entry_price,exit_price,pnl,return_pct
14,AAPL,2023-09-25T00:00:00-04:00,2023-09-26T00:00:00-04:00,-1,174.79885864257812,170.70884704589844,4.0900115966796875,2.3398388458833037
15,AAPL,2023-09-26T00:00:00-04:00,2023-10-16T00:00:00-04:00,-1,170.70884704589844,177.41964721679688,-6.7108001708984375,-3.9311378918130155
16,AAPL,2023-10-16T00:00:00-04:00,2023-10-26T00:00:00-04:00,1,177.41964721679688,165.6757049560547,-11.743942260742188,-6.619302002326578
17,AAPL,2023-10-26T00:00:00-04:00,2023-10-27T00:00:00-04:00,-1,165.6757049560547,166.9960479736328,-1.320343017578125,-0.7969442580180024
18,AAPL,2023-10-27T00:00:00-04:00,2023-10-30T00:00:00-04:00,-1,166.9960479736328,169.05096435546875,-2.0549163818359375,-1.230517971395581
19,AAPL,2023-10-30T00:00:00-04:00,2023-10-31T00:00:00-04:00,-1,169.05096435546875,169.52748107910156,-0.4765167236328125,-0.28187755417403354
20,AAPL,2023-10-31T00:00:00-04:00,2023-11-01T00:00:00-04:00,-1,169.52748107910156,172.70419311523438,-3.1767120361328125,-1.8738625831705467
21,AAPL,2023-11-01T00:00:00-04:00,2023-11-02T00:00:00-04:00,-1,172.70419311523438,176.2779998779297,-3.5738067626953125,-2.0693225209133987
22,AAPL,2023-11-02T00:00:00-04:00,2023-11-03T00:00:00-04:00,-1,176.2779998779297,175.36468505859375,0.9133148193359375,0.5181104959032872
23,AAPL,2023-11-03T00:00:00-04:00,2023-11-06T00:00:00-05:00,-1,175.36468505859375,177.9259490966797,-2.5612640380859375,-1.4605358183890642
24,AAPL,2023-11-06T00:00:00-05:00,2023-11-07T00:00:00-05:00,-1,177.9259490966797,180.49708557128906,-2.571136474609375,-1.4450598620734605
25,AAPL,2023-11-07T00:00:00-05:00,2023-11-08T00:00:00-05:00,-1,180.49708557128906,181.55929565429688,-1.0622100830078125,-0.58849154247883
26,AAPL,2023-11-08T00:00:00-05:00,2023-12-20T00:00:00-05:00,-1,181.55929565429688,193.66725158691406,-12.107955932617188,-6.668871394870184
27,AAPL,2023-12-20T00:00:00-05:00,2023-12-21T00:00:00-05:00,1,193.66725158691406,193.5181121826172,-0.149139404296875,-0.07700806567699144
28,AAPL,2023-12-21T00:00:00-05:00,2023-12-22T00:00:00-05:00,1,193.5181121826172,192.44459533691406,-1.073516845703125,-0.5547371424800174
29,AAPL,2023-12-22T00:00:00-05:00,2023-12-26T00:00:00-05:00,1,192.44459533691406,191.8978729248047,-0.546722412109375,-0.28409340940556127
30,AAPL,2023-12-26T00:00:00-05:00,2023-12-27T00:00:00-05:00,1,191.8978729248047,191.9972686767578,0.099395751953125,0.05179617180648651
31,AAPL,2023-12-27T00:00:00-05:00,2023-12-28T00:00:00-05:00,1,191.9972686767578,192.42469787597656,0.42742919921875,0.22262254154165076
32,AAPL,2023-12-28T00:00:00-05:00,2023-12-29T00:00:00-05:00,1,192.42469787597656,191.38096618652344,-1.043731689453125,-0.5424104602860498
33,GOOGL,2023-02-22T00:00:00-05:00,2023-02-23T00:00:00-05:00,-1,91.21391296386719,90.45752716064453,0.7563858032226562,0.8292438934423144
34,GOOGL,2023-02-23T00:00:00-05:00,2023-02-24T00:00:00-05:00,-1,90.45752716064453,88.70589447021484,1.7516326904296875,1.936414520064144
35,GOOGL,2023-02-24T00:00:00-05:00,2023-02-27T00:00:00-05:00,-1,88.70589447021484,89.4423828125,-0.7364883422851562,-0.8302586278890972
36,GOOGL,2023-02-27T00:00:00-05:00,2023-02-28T00:00:00-05:00,-1,89.4423828125,89.63147735595703,-0.18909454345703125,-0.2114149215517147
37,GOOGL,2023-02-28T00:00:00-05:00,2023-03-01T00:00:00-05:00,-1,89.63147735595703,89.9300537109375,-0.29857635498046875,-0.3331155123045899
38,GOOGL,2023-03-01T00:00:00-05:00,2023-03-02T00:00:00-05:00,-1,89.9300537109375,91.56224822998047,-1.6321945190429688,-1.8149600180261622
39,GOOGL,2023-03-02T00:00:00-05:00,2023-03-03T00:00:00-05:00,-1,91.56224822998047,93.20439147949219,-1.6421432495117188,-1.793471961705313
40,GOOGL,2023-03-03T00:00:00-05:00,2023-03-15T00:00:00-04:00,-1,93.20439147949219,95.65269470214844,-2.44830322265625,-2.6268110158682294
41,GOOGL,2023-03-15T00:00:00-04:00,2023-03-16T00:00:00-04:00,-1,95.65269470214844,99.8426513671875,-4.1899566650390625,-4.380385391217789
42,GOOGL,2023-03-16T00:00:00-04:00,2023-03-17T00:00:00-04:00,-1,99.8426513671875,101.136474609375,-1.2938232421875,-1.295862263742632
43,GOOGL,2023-03-17T00:00:00-04:00,2023-06-27T00:00:00-04:00,-1,101.136474609375,117.7669677734375,-16.6304931640625,-16.44361564736696
44,GOOGL,2023-06-27T00:00:00-04:00,2023-06-28T00:00:00-04:00,-1,117.7669677734375,119.60816192626953,-1.8411941528320312,-1.5634215498985744
45,GOOGL,2023-06-28T00:00:00-04:00,2023-06-29T00:00:00-04:00,-1,119.60816192626953,118.5333023071289,1.074859619140625,0.898650729039047
46,GOOGL,2023-06-29T00:00:00-04:00,2023-06-30T00:00:00-04:00,-1,118.5333023071289,119.13044738769531,-0.5971450805664062,-0.5037783213186429
47,GOOGL,2023-06-30T00:00:00-04:00,2023-07-03T00:00:00-04:00,-1,119.13044738769531,119.32949829101562,-0.1990509033203125,-0.16708650700565736
48,GOOGL,2023-07-03T00:00:00-04:00,2023-07-05T00:00:00-04:00,-1,119.32949829101562,121.17069244384766,-1.8411941528320312,-1.5429497141954007
49,GOOGL,2023-07-05T00:00:00-04:00,2023-07-06T00:00:00-04:00,-1,121.17069244384766,119.53848266601562,1.6322097778320312,1.3470334656942082
50,GOOGL,2023-07-06T00:00:00-04:00,2023-07-07T00:00:00-04:00,-1,119.53848266601562,118.9114990234375,0.626983642578125,0.5245035980002232
51,GOOGL,2023-07-07T00:00:00-04:00,2023-07-10T00:00:00-04:00,-1,118.9114990234375,115.89590454101562,3.015594482421875,2.53599904734823
52,GOOGL,2023-07-10T00:00:00-04:00,2023-07-11T00:00:00-04:00,-1,115.89590454101562,116.5826187133789,-0.6867141723632812,-0.5925266946083092
53,GOOGL,2023-07-11T00:00:00-04:00,2023-07-12T00:00:00-04:00,-1,116.5826187133789,118.36410522460938,-1.7814865112304688,-1.5280892905745196
54,GOOGL,2023-07-12T00:00:00-04:00,2023-07-13T00:00:00-04:00,-1,118.36410522460938,123.94741821289062,-5.58331298828125,-4.717066020721634
55,GOOGL,2023-07-13T00:00:00-04:00,2023-07-14T00:00:00-04:00,-1,123.94741821289062,124.82322692871094,-0.8758087158203125,-0.7065969815652261
56,GOOGL,2023-07-14T00:00:00-04:00,2023-07-17T00:00:00-04:00,-1,124.82322692871094,124.05689239501953,0.7663345336914062,0.6139358455530679
57,GOOGL,2023-07-17T00:00:00-04:00,2023-07-18T00:00:00-04:00,-1,124.05689239501953,123.17112731933594,0.8857650756835938,0.7139990842775248
58,GOOGL,2023-07-18T00:00:00-04:00,2023-07-19T00:00:00-04:00,-1,123.17112731933594,121.44935607910156,1.721771240234375,1.3978691903748484
59,GOOGL,2023-07-19T00:00:00-04:00,2023-07-20T00:00:00-04:00,-1,121.44935607910156,118.63282775878906,2.8165283203125,2.3190969563297297
60,GOOGL,2023-07-20T00:00:00-04:00,2023-07-21T00:00:00-04:00,-1,118.63282775878906,119.44892120361328,-0.8160934448242188,-0.687915360564064
61,GOOGL,2023-07-21T00:00:00-04:00,2023-08-08T00:00:00-04:00,-1,119.44892120361328,130.77474975585938,-11.325828552246094,-9.48173364658524
62,GOOGL,2023-08-08T00:00:00-04:00,2023-08-09T00:00:00-04:00,1,130.77474975585938,129.0430450439453,-1.7317047119140625,-1.3241888936105368
63,GOOGL,2023-08-09T00:00:00-04:00,2023-08-10T00:00:00-04:00,1,129.0430450439453,129.07290649414062,0.0298614501953125,0.02314068936078132
64,GOOGL,2023-08-10T00:00:00-04:00,2023-08-11T00:00:00-04:00,1,129.07290649414062,128.9435272216797,-0.1293792724609375,-0.10023735885021756
65,GOOGL,2023-08-11T00:00:00-04:00,2023-08-14T00:00:00-04:00,1,128.9435272216797,130.70510864257812,1.7615814208984375,1.3661650637723963
66,GOOGL,2023-08-14T00:00:00-04:00,2023-08-15T00:00:00-04:00,1,130.70510864257812,129.16249084472656,-1.5426177978515625,-1.1802276237495462
67,GOOGL,2023-08-15T00:00:00-04:00,2023-08-16T00:00:00-04:00,1,129.16249084472656,128.08761596679688,-1.0748748779296875,-0.8321880995790447
68,GOOGL,2023-08-16T00:00:00-04:00,2023-08-17T00:00:00-04:00,1,128.08761596679688,129.30181884765625,1.214202880859375,0.9479471311060415
69,GOOGL,2023-08-17T00:00:00-04:00,2023-08-18T00:00:00-04:00,1,129.30181884765625,126.85352325439453,-2.4482955932617188,-1.8934734368634885
70,GOOGL,2023-08-18T00:00:00-04:00,2023-08-21T00:00:00-04:00,1,126.85352325439453,127.75917053222656,0.9056472778320312,0.713931512974873
71,GOOGL,2023-08-21T00:00:00-04:00,2023-08-22T00:00:00-04:00,1,127.75917053222656,128.4658203125,0.7066497802734375,0.5531108078814498
72,GOOGL,2023-08-22T00:00:00-04:00,2023-08-23T00:00:00-04:00,1,128.4658203125,131.7401580810547,3.2743377685546875,2.548800732046614
73,GOOGL,2023-08-23T00:00:00-04:00,2023-08-24T00:00:00-04:00,1,131.7401580810547,129.16249084472656,-2.577667236328125,-1.9566298339661812
74,GOOGL,2023-08-24T00:00:00-04:00,2023-08-25T00:00:00-04:00,1,129.16249084472656,129.2620086669922,0.099517822265625,0.07704854684574093
75,GOOGL,2023-08-25T00:00:00-04:00,2023-08-28T00:00:00-04:00,1,129.2620086669922,130.38661193847656,1.124603271484375,0.8700184091844065
76,GOOGL,2023-08-28T00:00:00-04:00,2023-08-29T00:00:00-04:00,1,130.38661193847656,133.9296875,3.5430755615234375,2.7173614751146777
77,GOOGL,2023-08-29T00:00:00-04:00,2023-08-30T00:00:00-04:00,1,133.9296875,135.23345947265625,1.30377197265625,0.9734749606253281
78,GOOGL,2023-08-30T00:00:00-04:00,2023-08-31T00:00:00-04:00,1,135.23345947265625,135.52206420898438,0.288604736328125,0.213412226126242
79,GOOGL,2023-08-31T00:00:00-04:00,2023-09-01T00:00:00-04:00,1,135.52206420898438,135.01449584960938,-0.507568359375,-0.3745282086260836
80,GOOGL,2023-09-01T00:00:00-04:00,2023-09-05T00:00:00-04:00,1,135.01449584960938,135.1239776611328,0.1094818115234375,0.0810889311066181
81,GOOGL,2023-09-05T00:00:00-04:00,2023-09-18T00:00:00-04:00,1,135.1239776611328,137.55238342285156,2.42840576171875,1.7971686474540922
82,GOOGL,2023-09-18T00:00:00-04:00,2023-09-19T00:00:00-04:00,1,137.55238342285156,137.3831787109375,-0.1692047119140625,-0.12301110871623948
83,GOOGL,2023-09-19T00:00:00-04:00,2023-09-20T00:00:00-04:00,1,137.3831787109375,133.10365295410156,-4.2795257568359375,-3.1150289263872093
84,GOOGL,2023-09-20T00:00:00-04:00,2023-09-21T00:00:00-04:00,1,133.10365295410156,129.81935119628906,-3.2843017578125,-2.467476800914723
85,GOOGL,2023-09-21T00:00:00-04:00,2023-09-22T00:00:00-04:00,1,129.81935119628906,129.63023376464844,-0.189117431640625,-0.1456773816059797
86,GOOGL,2023-09-22T00:00:00-04:00,2023-09-25T00:00:00-04:00,1,129.63023376464844,130.48614501953125,0.8559112548828125,0.660271319449112
87,GOOGL,2023-09-25T00:00:00-04:00,2023-09-26T00:00:00-04:00,1,130.48614501953125,127.95823669433594,-2.5279083251953125,-1.9373001821894067
88,GOOGL,2023-09-26T00:00:00-04:00,2023-09-27T00:00:00-04:00,1,127.95823669433594,129.9188690185547,1.96063232421875,1.5322439374514585
89,GOOGL,2023-09-27T00:00:00-04:00,2023-10-11T00:00:00-04:00,1,129.9188690185547,139.88125610351562,9.962387084960938,7.668160260491595
90,GOOGL,2023-10-11T00:00:00-04:00,2023-10-12T00:00:00-04:00,1,139.88125610351562,138.3087615966797,-1.5724945068359375,-1.1241638448486997
91,GOOGL,2023-10-12T00:00:00-04:00,2023-10-13T00:00:00-04:00,1,138.3087615966797,136.7064208984375,-1.6023406982421875,-1.1585243622632901
92,GOOGL,2023-10-13T00:00:00-04:00,2023-10-26T00:00:00-04:00,1,136.7064208984375,121.69817352294922,-15.008247375488281,-10.978450958523938
93,GOOGL,2023-10-26T00:00:00-04:00,2023-11-09T00:00:00-05:00,1,121.69817352294922,129.62030029296875,7.922126770019531,6.50965132892945
94,GOOGL,2023-11-09T00:00:00-05:00,2023-11-10T00:00:00-05:00,-1,129.62030029296875,131.9591064453125,-2.33880615234375,-1.8043517466458288
95,GOOGL,2023-11-10T00:00:00-05:00,2023-11-13T00:00:00-05:00,-1,131.9591064453125,131.46148681640625,0.49761962890625,0.377101393235394
96,GOOGL,2023-11-13T00:00:00-05:00,2023-11-14T00:00:00-05:00,-1,131.46148681640625,132.9842071533203,-1.5227203369140625,-1.1583014720049771
97,GOOGL,2023-11-14T00:00:00-05:00,2023-11-15T00:00:00-05:00,-1,132.9842071533203,133.97946166992188,-0.9952545166015625,-0.7484005340980922
98,GOOGL,2023-11-15T00:00:00-05:00,2023-11-16T00:00:00-05:00,-1,133.97946166992188,136.2784423828125,-2.298980712890625,-1.7159202494442787
99,GOOGL,2023-11-16T00:00:00-05:00,2023-11-17T00:00:00-05:00,-1,136.2784423828125,134.6661834716797,1.6122589111328125,1.1830623266179563
100,GOOGL,2023-11-17T00:00:00-05:00,2023-12-12T00:00:00-05:00,-1,134.6661834716797,131.88943481445312,2.7767486572265625,2.0619494706408705
101,GOOGL,2023-12-12T00:00:00-05:00,2023-12-13T00:00:00-05:00,-1,131.88943481445312,131.93922424316406,-0.0497894287109375,-0.03775088488398111
102,GOOGL,2023-12-13T00:00:00-05:00,2023-12-14T00:00:00-05:00,-1,131.93922424316406,131.3122100830078,0.62701416015625,0.47522953371369125
103,GOOGL,2023-12-14T00:00:00-05:00,2023-12-15T00:00:00-05:00,-1,131.3122100830078,131.96905517578125,-0.6568450927734375,-0.5002163106981589
104,GOOGL,2023-12-15T00:00:00-05:00,2023-12-18T00:00:00-05:00,-1,131.96905517578125,135.15383911132812,-3.184783935546875,-2.413280849290601
105,GOOGL,2023-12-18T00:00:00-05:00,2023-12-19T00:00:00-05:00,-1,135.15383911132812,135.99977111816406,-0.8459320068359375,-0.6259030541774927
106,MSFT,2023-02-22T00:00:00-05:00,2023-02-23T00:00:00-05:00,1,247.57244873046875,250.78143310546875,3.208984375,1.2961799228692081
107,MSFT,2023-02-23T00:00:00-05:00,2023-02-24T00:00:00-05:00,1,250.78143310546875,245.3183135986328,-5.4631195068359375,-2.178438586615129
108,MSFT,2023-02-24T00:00:00-05:00,2023-02-27T00:00:00-05:00,1,245.3183135986328,246.24359130859375,0.9252777099609375,0.37717433174385484
109,MSFT,2023-02-27T00:00:00-05:00,2023-02-28T00:00:00-05:00,1,246.24359130859375,245.5151824951172,-0.7284088134765625,-0.2958082318429627
110,MSFT,2023-02-28T00:00:00-05:00,2023-03-01T00:00:00-05:00,1,245.5151824951172,242.41448974609375,-3.1006927490234375,-1.2629331992880335
111,MSFT,2023-03-01T00:00:00-05:00,2023-03-17T00:00:00-04:00,1,242.41448974609375,275.0553283691406,32.640838623046875,13.464887621707378
112,MSFT,2023-03-17T00:00:00-04:00,2023-06-27T00:00:00-04:00,1,275.0553283691406,330.05206298828125,54.996734619140625,19.994789755656626
113,MSFT,2023-06-27T00:00:00-04:00,2023-06-28T00:00:00-04:00,1,330.05206298828125,331.3147888183594,1.262725830078125,0.3825838319704607
114,MSFT,2023-06-28T00:00:00-04:00,2023-06-29T00:00:00-04:00,1,331.3147888183594,330.52557373046875,-0.789215087890625,-0.23820702079293712
115,MSFT,2023-06-29T00:00:00-04:00,2023-06-30T00:00:00-04:00,1,330.52557373046875,335.94140625,5.41583251953125,1.638551733956798
116,MSFT,2023-06-30T00:00:00-04:00,2023-07-03T00:00:00-04:00,1,335.94140625,333.42584228515625,-2.51556396484375,-0.7488103336007721
117,MSFT,2023-07-03T00:00:00-04:00,2023-07-05T00:00:00-04:00,1,333.42584228515625,333.58367919921875,0.1578369140625,0.04733793667004159
118,MSFT,2023-07-05T00:00:00-04:00,2023-07-06T00:00:00-04:00,1,333.58367919921875,336.66156005859375,3.077880859375,0.9226712969781911
119,MSFT,2023-07-06T00:00:00-04:00,2023-07-07T00:00:00-04:00,1,336.66156005859375,332.6662902832031,-3.995269775390625,-1.1867317951878065
120,MSFT,2023-07-07T00:00:00-04:00,2023-07-10T00:00:00-04:00,1,332.6662902832031,327.3490295410156,-5.3172607421875,-1.5983767810260687
121,MSFT,2023-07-10T00:00:00-04:00,2023-07-11T00:00:00-04:00,1,327.3490295410156,327.9804382324219,0.63140869140625,0.1928854630458395
122,MSFT,2023-07-11T00:00:00-04:00,2023-07-12T00:00:00-04:00,1,327.9804382324219,332.6465759277344,4.6661376953125,1.422687804327483
123,MSFT,2023-07-12T00:00:00-04:00,2023-07-13T00:00:00-04:00,1,332.6465759277344,338.0328063964844,5.38623046875,1.6192051439964705
124,MSFT,2023-07-13T00:00:00-04:00,2023-07-14T00:00:00-04:00,1,338.0328063964844,340.5779724121094,2.545166015625,0.7529346168370805
125,MSFT,2023-07-14T00:00:00-04:00,2023-07-17T00:00:00-04:00,1,340.5779724121094,341.06134033203125,0.483367919921875,0.14192577297306402
126,MSFT,2023-07-17T00:00:00-04:00,2023-07-18T00:00:00-04:00,1,341.06134033203125,354.6355285644531,13.574188232421875,3.9799844272021807
127,MSFT,2023-07-18T00:00:00-04:00,2023-07-19T00:00:00-04:00,1,354.6355285644531,350.28509521484375,-4.350433349609375,-1.2267336460110783
128,MSFT,2023-07-19T00:00:00-04:00,2023-07-20T00:00:00-04:00,1,350.28509521484375,342.1859436035156,-8.099151611328125,-2.3121599297168483
129,MSFT,2023-07-20T00:00:00-04:00,2023-07-21T00:00:00-04:00,1,342.1859436035156,339.1277770996094,-3.05816650390625,-0.8937148240810526
130,MSFT,2023-07-21T00:00:00-04:00,2023-08-02T00:00:00-04:00,1,339.1277770996094,323.0775146484375,-16.050262451171875,-4.732806786999802
131,MSFT,2023-08-02T00:00:00-04:00,2023-08-03T00:00:00-04:00,-1,323.0775146484375,322.2488708496094,0.828643798828125,0.25648451571438774
132,MSFT,2023-08-03T00:00:00-04:00,2023-08-04T00:00:00-04:00,-1,322.2488708496094,323.3537292480469,-1.1048583984375,-0.3428587338489472
133,MSFT,2023-08-04T00:00:00-04:00,2023-08-07T00:00:00-04:00,-1,323.3537292480469,325.6522521972656,-2.29852294921875,-0.7108385465551681
134,MSFT,2023-08-07T00:00:00-04:00,2023-08-08T00:00:00-04:00,-1,325.6522521972656,321.6470642089844,4.00518798828125,1.2298972174327496
135,MSFT,2023-08-08T00:00:00-04:00,2023-08-09T00:00:00-04:00,-1,321.6470642089844,317.878662109375,3.768402099609375,1.1715953661435952
136,MSFT,2023-08-09T00:00:00-04:00,2023-08-10T00:00:00-04:00,-1,317.878662109375,318.5692443847656,-0.690582275390625,-0.21724713159671313
137,MSFT,2023-08-10T00:00:00-04:00,2023-08-11T00:00:00-04:00,-1,318.5692443847656,316.6751708984375,1.894073486328125,0.5945562918310082
138,MSFT,2023-08-11T00:00:00-04:00,2023-08-14T00:00:00-04:00,-1,316.6751708984375,319.66424560546875,-2.98907470703125,-0.9438929798477605
139,MSFT,2023-08-14T00:00:00-04:00,2023-08-15T00:00:00-04:00,-1,319.66424560546875,317.5137023925781,2.150543212890625,0.6727506258378475
140,MSFT,2023-08-15T00:00:00-04:00,2023-08-16T00:00:00-04:00,-1,317.5137023925781,316.7425842285156,0.7711181640625,0.2428613814937282
141,MSFT,2023-08-16T00:00:00-04:00,2023-08-17T00:00:00-04:00,-1,316.7425842285156,313.2627868652344,3.47979736328125,1.0986199950843147
142,MSFT,2023-08-17T00:00:00-04:00,2023-08-18T00:00:00-04:00,-1,313.2627868652344,312.8673095703125,0.395477294921875,0.12624458170705394
143,MSFT,2023-08-18T00:00:00-04:00,2023-08-21T00:00:00-04:00,-1,312.8673095703125,318.2056884765625,-5.33837890625,-1.7062757095273564
144,MSFT,2023-08-21T00:00:00-04:00,2023-08-22T00:00:00-04:00,-1,318.2056884765625,318.779052734375,-0.5733642578125,-0.18018667754103687
145,MSFT,2023-08-22T00:00:00-04:00,2023-08-23T00:00:00-04:00,-1,318.779052734375,323.26727294921875,-4.48822021484375,-1.407940759076034
146,MSFT,2023-08-23T00:00:00-04:00,2023-08-24T00:00:00-04:00,-1,323.26727294921875,316.3175048828125,6.94976806640625,2.14985204131628
147,MSFT,2023-08-24T00:00:00-04:00,2023-08-25T00:00:00-04:00,-1,316.3175048828125,319.2931213378906,-2.975616455078125,-0.9407055914216681
148,MSFT,2023-08-25T00:00:00-04:00,2023-08-28T00:00:00-04:00,-1,319.2931213378906,320.0049133300781,-0.7117919921875,-0.22292744334891235
149,MSFT,2023-08-28T00:00:00-04:00,2023-08-29T00:00:00-04:00,-1,320.0049133300781,324.6611328125,-4.656219482421875,-1.4550462472490495
150,MSFT,2023-08-29T00:00:00-04:00,2023-08-30T00:00:00-04:00,-1,324.6611328125,325.0368347167969,-0.375701904296875,-0.1157212448075367
151,MSFT,2023-08-30T00:00:00-04:00,2023-08-31T00:00:00-04:00,-1,325.0368347167969,324.0185852050781,1.01824951171875,0.3132720365696233
152,MSFT,2023-08-31T00:00:00-04:00,2023-09-01T00:00:00-04:00,-1,324.0185852050781,324.9082946777344,-0.88970947265625,-0.27458593836311407
153,MSFT,2023-09-01T00:00:00-04:00,2023-09-05T00:00:00-04:00,-1,324.9082946777344,329.7424621582031,-4.83416748046875,-1.4878559764882575
154,MSFT,2023-09-05T00:00:00-04:00,2023-09-26T00:00:00-04:00,-1,329.7424621582031,308.576904296875,21.165557861328125,6.418814769198078
155,MSFT,2023-09-26T00:00:00-04:00,2023-09-27T00:00:00-04:00,-1,308.576904296875,309.219482421875,-0.642578125,-0.20823921559009156
156,MSFT,2023-09-27T00:00:00-04:00,2023-10-11T00:00:00-04:00,-1,309.219482421875,328.6253967285156,-19.405914306640625,-6.2757734909357055
157,MSFT,2023-10-11T00:00:00-04:00,2023-10-12T00:00:00-04:00,-1,328.6253967285156,327.3797302246094,1.24566650390625,0.3790536325880259
158,MSFT,2023-10-12T00:00:00-04:00,2023-10-13T00:00:00-04:00,-1,327.3797302246094,323.98895263671875,3.390777587890625,1.0357322933720647
159,MSFT,2023-10-13T00:00:00-04:00,2023-10-27T00:00:00-04:00,-1,323.98895263671875,326.045166015625,-2.05621337890625,-0.6346553986400376
160,MSFT,2023-10-27T00:00:00-04:00,2023-10-30T00:00:00-04:00,1,326.045166015625,333.45953369140625,7.41436767578125,2.2740308548006296
161,MSFT,2023-10-30T00:00:00-04:00,2023-10-31T00:00:00-04:00,1,333.45953369140625,334.25042724609375,0.7908935546875,0.23717827045827314
162,MSFT,2023-10-31T00:00:00-04:00,2023-11-01T00:00:00-04:00,1,334.25042724609375,342.11956787109375,7.869140625,2.354264941359761
163,MSFT,2023-11-01T00:00:00-04:00,2023-11-02T00:00:00-04:00,1,342.11956787109375,344.3438720703125,2.22430419921875,0.6501540420677835
164,MSFT,2023-11-02T00:00:00-04:00,2023-11-03T00:00:00-04:00,1,344.3438720703125,348.7727355957031,4.428863525390625,1.2861746308313229
165,MSFT,2023-11-03T00:00:00-04:00,2023-11-06T00:00:00-05:00,1,348.7727355957031,352.46014404296875,3.687408447265625,1.0572524945126627
166,MSFT,2023-11-06T00:00:00-05:00,2023-11-07T00:00:00-05:00,1,352.46014404296875,356.4145202636719,3.954376220703125,1.1219357103312775
167,MSFT,2023-11-07T00:00:00-05:00,2023-11-08T00:00:00-05:00,1,356.4145202636719,359.0540466308594,2.6395263671875,0.740577674903594
168,MSFT,2023-11-08T00:00:00-05:00,2023-11-09T00:00:00-05:00,1,359.0540466308594,356.5726623535156,-2.48138427734375,-0.6910893500929797
169,MSFT,2023-11-09T00:00:00-05:00,2023-11-10T00:00:00-05:00,1,356.5726623535156,365.4501953125,8.877532958984375,2.48968412227378
170,MSFT,2023-11-10T00:00:00-05:00,2023-11-13T00:00:00-05:00,1,365.4501953125,362.4942932128906,-2.955902099609375,-0.8088385606366292
171,MSFT,2023-11-13T00:00:00-05:00,2023-11-14T00:00:00-05:00,1,362.4942932128906,366.0433044433594,3.54901123046875,0.9790529939141519
172,MSFT,2023-11-14T00:00:00-05:00,2023-11-15T00:00:00-05:00,1,366.0433044433594,366.1919250488281,0.14862060546875,0.040601918861692274
173,MSFT,2023-11-15T00:00:00-05:00,2023-11-16T00:00:00-05:00,1,366.1919250488281,372.6307678222656,6.4388427734375,1.7583246196865052
174,MSFT,2023-11-16T00:00:00-05:00,2023-11-17T00:00:00-05:00,1,372.6307678222656,366.3702392578125,-6.260528564453125,-1.680089006348295
175,MSFT,2023-11-17T00:00:00-05:00,2023-12-12T00:00:00-05:00,1,366.3702392578125,370.8575439453125,4.4873046875,1.2248005450962165
176,MSFT,2023-12-12T00:00:00-05:00,2023-12-13T00:00:00-05:00,1,370.8575439453125,370.8476867675781,-0.009857177734375,-0.002657941814938127
177,MSFT,2023-12-13T00:00:00-05:00,2023-12-14T00:00:00-05:00,1,370.8476867675781,362.4870910644531,-8.360595703125,-2.2544554008138786
